,train,val,test
0,normal_052,normal_082,normal_001
1,normal_087,test_123,normal_028
2,normal_045,normal_108,test_035
3,normal_115,normal_025,normal_075
4,normal_145,normal_014,normal_022
5,normal_085,normal_064,normal_073
6,normal_154,normal_046,normal_120
7,normal_134,normal_104,test_101
8,normal_117,test_085,normal_072
9,normal_040,normal_099,normal_106
10,normal_008,normal_151,normal_101
11,normal_127,test_018,normal_068
12,normal_070,test_091,test_054
13,normal_041,normal_128,normal_158
14,normal_159,normal_054,test_118
15,normal_078,normal_023,normal_114
16,normal_126,normal_143,normal_038
17,normal_089,normal_107,test_111
18,normal_003,normal_013,normal_123
19,normal_065,normal_112,test_129
20,normal_007,test_005,normal_079
21,normal_016,test_009,normal_058
22,normal_026,normal_119,normal_011
23,normal_057,normal_136,test_015
24,normal_116,tumor_002,tumor_046
25,normal_150,test_108,test_030
26,normal_010,test_066,tumor_110
27,normal_059,tumor_036,tumor_042
28,normal_080,tumor_071,test_004
29,normal_018,tumor_017,tumor_027
30,normal_036,tumor_041,tumor_053
31,normal_029,tumor_109,test_092
32,normal_148,tumor_074,tumor_092
33,normal_125,test_099,tumor_019
34,normal_152,tumor_034,test_008
35,normal_071,tumor_020,test_027
36,normal_137,tumor_077,tumor_003
37,normal_043,tumor_063,tumor_084
38,normal_061,tumor_095,tumor_022
39,normal_157,tumor_072,tumor_006
40,normal_034,,
41,normal_062,,
42,normal_139,,
43,normal_149,,
44,normal_002,,
45,normal_160,,
46,normal_156,,
47,normal_142,,
48,normal_042,,
49,normal_056,,
50,normal_055,,
51,normal_053,,
52,normal_090,,
53,normal_035,,
54,normal_009,,
55,normal_044,,
56,normal_092,,
57,normal_047,,
58,normal_051,,
59,normal_017,,
60,normal_074,,
61,normal_131,,
62,normal_118,,
63,normal_066,,
64,normal_103,,
65,normal_146,,
66,normal_049,,
67,normal_132,,
68,normal_037,,
69,normal_039,,
70,normal_033,,
71,normal_144,,
72,normal_063,,
73,normal_100,,
74,normal_129,,
75,normal_019,,
76,normal_111,,
77,normal_109,,
78,normal_138,,
79,normal_084,,
80,normal_095,,
81,normal_030,,
82,normal_113,,
83,normal_024,,
84,normal_083,,
85,normal_032,,
86,normal_004,,
87,normal_069,,
88,normal_105,,
89,normal_130,,
90,normal_060,,
91,test_003,,
92,test_006,,
