,train,val,test
0,normal_052,normal_090,normal_008
1,normal_087,normal_027,normal_112
2,normal_045,normal_129,normal_159
3,normal_064,test_043,test_083
4,normal_058,normal_091,normal_105
5,normal_145,normal_070,normal_023
6,normal_085,normal_084,normal_011
7,normal_154,normal_092,normal_110
8,normal_134,test_019,normal_039
9,normal_117,normal_155,normal_012
10,normal_040,normal_132,normal_119
11,normal_127,normal_106,normal_010
12,normal_072,test_056,normal_063
13,normal_041,test_031,normal_074
14,normal_078,normal_060,test_118
15,normal_126,test_103,normal_115
16,normal_101,normal_079,normal_158
17,normal_089,normal_097,test_125
18,normal_003,test_025,test_006
19,normal_065,normal_141,normal_116
20,normal_007,test_018,test_007
21,normal_001,test_037,normal_118
22,normal_104,normal_098,test_060
23,normal_016,test_095,normal_009
24,normal_026,tumor_060,tumor_045
25,normal_057,test_004,tumor_093
26,normal_150,tumor_037,tumor_095
27,normal_073,tumor_067,tumor_090
28,normal_128,tumor_062,test_051
29,normal_059,tumor_104,tumor_044
30,normal_114,tumor_102,tumor_107
31,normal_080,tumor_018,tumor_014
32,normal_018,test_122,test_030
33,normal_036,tumor_004,tumor_043
34,normal_029,tumor_034,test_064
35,normal_148,tumor_013,tumor_069
36,normal_125,tumor_009,tumor_101
37,normal_152,tumor_046,tumor_085
38,normal_071,test_002,tumor_057
39,normal_137,tumor_005,test_021
40,normal_043,,
41,normal_061,,
42,normal_157,,
43,normal_038,,
44,normal_034,,
45,normal_062,,
46,normal_075,,
47,normal_139,,
48,normal_149,,
49,normal_002,,
50,normal_160,,
51,normal_156,,
52,normal_120,,
53,normal_142,,
54,normal_042,,
55,normal_056,,
56,normal_055,,
57,normal_053,,
58,normal_035,,
59,normal_107,,
60,normal_044,,
61,normal_047,,
62,normal_051,,
63,normal_017,,
64,normal_131,,
65,normal_066,,
66,normal_103,,
67,normal_146,,
68,normal_049,,
69,normal_037,,
70,normal_033,,
71,normal_144,,
72,normal_108,,
73,normal_100,,
74,normal_019,,
75,normal_111,,
76,normal_046,,
77,normal_109,,
78,normal_025,,
79,normal_138,,
80,normal_095,,
81,normal_136,,
82,normal_030,,
83,normal_113,,
84,normal_024,,
85,normal_083,,
86,normal_032,,
87,normal_068,,
88,normal_004,,
89,normal_069,,
90,normal_143,,
91,normal_130,,
92,test_003,,
93,test_005,,
94,test_009,,
95,normal_124,,
96,test_012,,
97,test_014,,
98,test_015,,
99,test_017,,
100,test_020,,
101,normal_020,,
102,test_022,,
103,test_023,,
104,test_024,,
105,test_028,,
106,normal_088,,
107,test_032,,
108,test_034,,
109,test_035,,
110,test_036,,
111,test_039,,
112,normal_153,,
113,test_041,,
114,test_042,,
115,test_044,,
116,test_045,,
117,test_047,,
118,test_050,,
119,test_053,,
120,test_054,,
121,test_055,,
122,test_057,,
123,test_058,,
124,test_059,,
125,test_062,,
126,test_063,,
127,test_067,,
128,test_070,,
129,test_072,,
130,test_076,,
131,test_077,,
132,test_078,,
133,test_080,,
134,test_081,,
135,normal_081,,
136,test_085,,
137,test_086,,
138,test_087,,
139,test_088,,
140,test_089,,
141,test_091,,
142,test_093,,
143,test_096,,
144,test_098,,
145,test_100,,
146,test_101,,
147,normal_006,,
148,test_106,,
149,test_107,,
150,test_109,,
151,test_111,,
152,test_112,,
153,test_115,,
154,test_119,,
155,test_120,,
156,normal_093,,
157,test_123,,
158,test_124,,
159,test_126,,
160,test_127,,
161,test_128,,
162,test_129,,
163,test_130,,
164,normal_133,,
165,normal_048,,
166,normal_077,,
167,normal_054,,
168,normal_028,,
169,normal_076,,
170,normal_014,,
171,normal_147,,
172,normal_021,,
173,normal_135,,
174,normal_013,,
175,normal_031,,
176,normal_094,,
177,normal_096,,
178,normal_102,,
179,normal_122,,
180,normal_015,,
181,normal_121,,
182,normal_050,,
183,normal_022,,
184,normal_151,,
185,normal_067,,
186,normal_082,,
187,normal_123,,
188,normal_005,,
189,normal_099,,
190,normal_140,,
191,tumor_020,,
192,tumor_076,,
193,tumor_094,,
194,tumor_008,,
195,tumor_028,,
196,tumor_065,,
197,tumor_042,,
198,tumor_003,,
199,tumor_006,,
200,tumor_106,,
201,tumor_022,,
202,tumor_111,,
203,tumor_068,,
204,tumor_092,,
205,tumor_109,,
206,tumor_088,,
207,tumor_082,,
208,tumor_063,,
209,tumor_011,,
210,tumor_036,,
211,tumor_074,,
212,tumor_052,,
213,tumor_010,,
214,tumor_099,,
215,tumor_049,,
216,tumor_023,,
217,tumor_064,,
218,tumor_086,,
219,tumor_077,,
220,tumor_001,,
221,tumor_054,,
222,tumor_061,,
223,tumor_091,,
224,tumor_078,,
225,tumor_098,,
226,tumor_100,,
227,tumor_105,,
228,tumor_002,,
229,tumor_029,,
230,tumor_096,,
231,tumor_073,,
232,tumor_016,,
233,tumor_024,,
234,tumor_019,,
235,tumor_031,,
236,tumor_110,,
237,tumor_039,,
238,tumor_059,,
239,tumor_084,,
240,tumor_097,,
241,tumor_072,,
242,tumor_080,,
243,tumor_079,,
244,tumor_089,,
245,tumor_103,,
246,tumor_017,,
247,tumor_027,,
248,tumor_056,,
249,tumor_075,,
250,test_001,,
251,test_008,,
252,test_010,,
253,test_011,,
254,test_013,,
255,test_016,,
256,test_026,,
257,test_027,,
258,test_029,,
259,tumor_007,,
260,test_033,,
261,test_038,,
262,test_040,,
263,test_046,,
264,test_048,,
265,tumor_033,,
266,test_052,,
267,test_061,,
268,tumor_081,,
269,test_065,,
270,test_066,,
271,test_068,,
272,test_069,,
273,test_071,,
274,test_073,,
275,test_074,,
276,test_075,,
277,test_079,,
278,test_082,,
279,test_084,,
280,test_090,,
281,tumor_108,,
282,test_092,,
283,test_094,,
284,test_097,,
285,test_099,,
286,test_102,,
287,test_104,,
288,test_105,,
289,test_108,,
290,test_110,,
291,tumor_015,,
292,test_113,,
293,test_114,,
294,test_116,,
295,test_117,,
296,test_121,,
297,tumor_055,,
298,tumor_070,,
299,tumor_038,,
300,tumor_032,,
301,tumor_050,,
302,tumor_041,,
303,tumor_035,,
304,tumor_025,,
305,tumor_058,,
306,tumor_030,,
307,tumor_053,,
308,tumor_048,,
309,tumor_026,,
310,tumor_012,,
311,tumor_047,,
312,tumor_066,,
313,tumor_071,,
314,tumor_021,,
315,tumor_051,,
316,tumor_040,,
317,tumor_083,,
318,tumor_087,,
