,train,val,test
0,normal_052,normal_027,normal_149
1,normal_087,normal_039,normal_072
2,normal_045,normal_004,test_050
3,normal_115,normal_077,test_055
4,normal_106,test_101,normal_143
5,normal_058,test_053,test_067
6,normal_145,test_120,normal_003
7,normal_085,test_041,normal_029
8,normal_154,test_034,test_031
9,normal_134,test_015,normal_098
10,normal_117,test_127,normal_092
11,normal_040,normal_043,normal_057
12,normal_008,test_118,test_098
13,normal_127,normal_108,test_042
14,normal_070,normal_050,normal_021
15,normal_041,test_058,test_059
16,normal_159,test_006,test_080
17,normal_078,normal_036,test_056
18,normal_126,normal_135,normal_054
19,normal_101,normal_130,test_130
20,normal_089,normal_005,normal_152
21,normal_065,normal_133,normal_064
22,normal_007,test_077,normal_009
23,normal_001,normal_030,normal_049
24,normal_104,tumor_024,tumor_006
25,normal_016,tumor_111,tumor_068
26,normal_026,test_026,test_065
27,normal_116,test_122,tumor_021
28,normal_150,tumor_016,tumor_058
29,normal_073,test_097,tumor_066
30,normal_128,test_084,tumor_035
31,normal_010,tumor_110,tumor_087
32,normal_059,tumor_056,test_075
33,normal_114,test_082,tumor_010
34,normal_080,tumor_063,tumor_102
35,normal_018,tumor_085,tumor_094
36,normal_148,test_029,tumor_090
37,normal_125,tumor_031,tumor_091
38,normal_119,tumor_099,tumor_101
39,normal_071,tumor_093,tumor_045
40,normal_137,,
41,normal_061,,
42,normal_157,,
43,normal_038,,
44,normal_034,,
45,normal_062,,
46,normal_075,,
47,normal_139,,
48,normal_002,,
49,normal_160,,
50,normal_156,,
51,normal_120,,
52,normal_142,,
53,normal_042,,
54,normal_056,,
55,normal_055,,
56,normal_053,,
57,normal_090,,
58,normal_035,,
59,normal_107,,
60,normal_044,,
61,normal_047,,
62,normal_051,,
63,normal_017,,
64,normal_074,,
65,normal_131,,
66,normal_118,,
67,normal_066,,
68,normal_103,,
69,normal_146,,
70,normal_132,,
71,normal_037,,
72,normal_033,,
73,normal_144,,
74,normal_063,,
75,normal_100,,
76,normal_129,,
77,normal_019,,
78,normal_111,,
79,normal_046,,
80,normal_109,,
81,normal_025,,
82,normal_138,,
83,normal_084,,
84,normal_095,,
85,normal_136,,
86,normal_113,,
87,normal_024,,
88,normal_083,,
89,normal_032,,
90,normal_068,,
91,normal_112,,
92,normal_069,,
93,normal_105,,
94,normal_060,,
95,test_003,,
96,test_005,,
97,test_007,,
98,test_009,,
99,normal_124,,
100,test_012,,
101,test_014,,
102,test_017,,
103,test_018,,
104,test_019,,
105,test_020,,
106,normal_020,,
107,test_022,,
108,test_023,,
109,test_024,,
110,test_025,,
111,test_028,,
112,normal_088,,
113,test_032,,
114,test_035,,
115,test_036,,
116,test_037,,
117,test_039,,
118,normal_153,,
119,test_043,,
120,test_044,,
121,test_045,,
122,test_047,,
123,test_054,,
124,test_057,,
125,test_060,,
126,test_062,,
127,test_063,,
128,test_070,,
129,normal_091,,
130,test_072,,
131,test_076,,
132,test_078,,
133,test_081,,
134,normal_081,,
135,test_083,,
136,test_085,,
137,test_086,,
138,test_087,,
139,test_088,,
140,test_089,,
141,test_091,,
142,test_093,,
143,test_095,,
144,test_096,,
145,test_100,,
146,normal_006,,
147,test_103,,
148,test_106,,
149,test_107,,
150,test_109,,
151,test_111,,
152,test_112,,
153,test_115,,
154,test_119,,
155,normal_093,,
156,test_123,,
157,test_124,,
158,test_125,,
159,test_126,,
160,test_128,,
161,test_129,,
162,normal_158,,
163,normal_012,,
164,normal_048,,
165,normal_141,,
166,normal_011,,
167,normal_079,,
